V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q17,tol1,tol2,tol3,tol4,tol5,tol6,tol7,tol8,tol9,lvl1,lvl2,lvl3,lvl4,growth1,growth2,growth3,growth4,fix1,fix2,fix3,fix4,fix5,fix6,fix7,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,redist1,redist2,redist3,redist4,competent,confident,independent,competitive,intelligent,tolerant,warm,good.natured,sincere,wg1,wg2,wg3,wg4,wg5,emp1,emp2,emp3,emp4,emp5,emp6,pt1,pt2,pt3,gender,age,ethnicity,income,ideology,social.iss,econ.iss,partyID
R_czFOnVHSf8OpRiZ,Default Response Set,Anonymous,,,67.197.111.122,0,21/02/2017 8:10,21/02/2017 8:14,1,1,6,6,6,6,2,2,2,2,6,2,2,6,6,3,6,3,5,2,2,3,3,5,2,6,2,3,2,3,3,4,3,2,3,3,3,4,3,2,2,3,3,3,4,4,4,4,3,2,2,2,3,3,3,3,3,5,3,6,6,2,2,4,4,2,2,2,4,4,4,2,27,White,4,2,1,3,1
R_aUYXW9QSEEqvy9D,Default Response Set,Anonymous,,,198.254.26.2,0,21/02/2017 8:04,21/02/2017 8:14,1,1,4,5,6,5,3,1,2,2,5,2,3,3,5,6,3,5,3,3,5,7,4,2,3,7,3,2,1,2,4,4,4,3,2,4,2,2,4,3,2,4,4,2,4,4,3,3,3,2,5,2,2,3,3,3,3,1,1,3,3,7,2,4,4,2,3,1,4,3,4,1,21,White,2,4,4,4,4
R_6MBKVpmz4fAbviB,Default Response Set,Anonymous,,,72.48.2.96,0,21/02/2017 8:07,21/02/2017 8:14,1,1,7,7,7,7,1,1,1,1,7,3,1,6,7,5,5,1,5,1,1,2,1,6,1,7,2,3,2,3,4,3,4,4,2,4,3,2,4,2,2,4,3,4,4,4,4,4,4,3,4,3,3,3,4,4,4,3,1,5,6,3,2,4,4,1,1,1,5,5,5,2,58,Caucasian,2,1,1,1,1
R_9YNS9s5hpzQdZqd,Default Response Set,Anonymous,,,216.218.74.204,0,21/02/2017 8:00,21/02/2017 8:14,1,1,6,6,7,6,6,6,4,5,5,3,2,5,6,6,6,3,7,1,6,2,1,6,1,6,2,4,2,5,4,5,4,4,4,3,3,4,5,3,3,4,3,4,4,4,4,4,4,2,3,4,5,4,5,5,2,1,2,1,6,1,2,4,5,1,1,1,5,4,5,2,63,BLACK,3,1,1,1,1
R_0ep6NUuHmwOdNcx,Default Response Set,Anonymous,,,72.198.74.135,0,21/02/2017 8:09,21/02/2017 8:14,1,1,7,7,7,7,1,1,1,1,7,1,1,5,7,4,5,3,5,2,2,3,2,3,3,5,2,2,2,3,3,2,3,3,2,3,2,3,3,4,2,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,5,4,3,4,2,2,2,4,4,3,1,55,white,1,1,1,1,1
R_5igmL8AinbfI3Hv,Default Response Set,Anonymous,,,76.16.62.211,0,21/02/2017 8:11,21/02/2017 8:14,1,1,6,7,6,6,2,1,2,2,7,2,1,3,7,3,7,3,6,1,3,2,3,6,2,6,2,2,2,2,3,3,3,4,2,2,2,2,3,5,2,3,2,3,4,4,4,4,3,3,2,2,2,3,3,3,3,3,3,4,4,5,3,2,2,3,5,3,4,5,4,1,27,Chinese American,4,1,1,4,2
R_1Nbb0PNNXoeR4Ff,Default Response Set,Anonymous,,,96.41.14.34,0,21/02/2017 8:07,21/02/2017 8:14,1,1,1,1,1,1,6,7,6,6,2,6,4,2,2,6,2,4,3,6,6,6,6,1,6,2,4,2,4,4,4,4,4,4,3,4,2,4,4,4,4,4,4,4,1,1,1,1,1,2,1,2,3,4,2,3,4,2,6,2,2,6,2,4,4,2,2,1,4,4,4,1,58,Hispanic,2,6,6,6,3
R_ey2sw9rplpS5QAB,Default Response Set,Anonymous,,,162.230.200.203,0,21/02/2017 8:10,21/02/2017 8:14,1,1,7,7,7,7,1,1,1,1,7,1,1,6,7,4,4,2,4,3,6,4,2,5,3,6,1,2,2,2,2,4,2,2,2,2,2,3,2,2,2,2,2,2,4,4,4,4,4,2,1,2,4,4,4,4,4,4,4,7,7,3,1,5,5,1,1,1,5,5,5,2,35,white,2,2,1,2,1
R_cur93zwQd0F6kHH,Default Response Set,Anonymous,,,103.255.6.67,0,21/02/2017 8:12,21/02/2017 8:14,1,1,5,5,4,5,5,6,5,6,4,6,6,5,5,5,6,6,4,6,5,5,4,6,5,6,4,4,3,4,3,3,4,3,3,4,4,4,3,4,4,3,3,4,3,2,3,3,2,3,3,2,2,3,3,3,3,6,6,6,5,4,4,4,3,3,4,3,4,3,4,1,28,White,5,2,2,2,3
R_07exBKMExTOU4Ml,Default Response Set,Anonymous,,,98.113.174.246,0,21/02/2017 8:09,21/02/2017 8:15,1,1,6,7,7,7,1,1,1,1,7,2,1,3,7,5,4,3,3,2,2,5,2,6,2,6,3,3,2,3,4,4,3,2,2,4,3,3,3,4,2,4,3,4,4,4,3,3,3,1,3,4,3,3,3,3,4,4,3,4,5,5,2,4,5,1,1,1,5,5,5,2,56,Caucasian,13,1,1,1,1
R_3HMymybRIZnLqdv,Default Response Set,Anonymous,,,68.190.74.124,0,21/02/2017 8:06,21/02/2017 8:15,1,1,5,4,4,4,6,4,3,5,2,2,1,4,5,7,2,5,3,5,5,7,7,1,4,3,3,1,3,3,4,5,3,4,4,4,2,4,4,3,5,3,3,4,2,1,2,1,4,4,4,3,4,5,5,4,4,2,2,2,5,6,2,4,4,1,1,1,5,5,1,2,37,White,2,5,5,6,2
R_2hlws1mwAcFePS5,Default Response Set,Anonymous,,,198.72.247.247,0,21/02/2017 8:13,21/02/2017 8:15,1,1,2,2,5,3,6,5,6,5,2,4,3,5,6,6,2,4,6,7,4,4,4,7,2,2,2,4,2,4,2,5,3,2,5,4,3,2,2,3,4,3,5,4,4,1,3,4,4,3,3,2,4,5,4,2,5,5,3,2,2,6,2,2,4,4,4,3,5,4,3,2,21,vietnamese,1,4,5,4,2
R_879LVK1EWUrdJ8p,Default Response Set,Anonymous,,,174.125.226.77,0,21/02/2017 8:10,21/02/2017 8:15,1,1,1,1,1,1,7,7,7,7,1,6,4,2,4,6,4,4,4,5,5,6,5,2,5,3,4,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,2,1,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,6,2,4,5,2,2,1,4,4,1,2,50,caucasian,1,7,7,7,3
R_eFK1jzWGCgyTRZ3,Default Response Set,Anonymous,,,108.2.113.7,0,21/02/2017 8:09,21/02/2017 8:16,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,1,7,1,7,1,1,2,1,2,1,7,1,2,1,2,3,4,3,2,1,2,1,2,3,2,1,3,3,3,4,4,4,4,3,2,3,3,3,3,3,3,3,2,2,2,2,2,1,5,4,1,1,1,3,5,3,1,26,white,4,1,1,1,1
R_3C6w8ew0VLVdKSN,Default Response Set,Anonymous,,,38.122.24.42,0,21/02/2017 8:07,21/02/2017 8:16,1,1,5,5,6,4,1,3,5,5,4,2,3,1,7,7,2,5,1,1,2,7,5,1,1,6,4,3,3,1,3,4,3,1,1,2,1,4,3,5,2,2,3,2,4,2,4,3,1,1,1,1,1,2,3,3,3,1,1,1,1,7,1,4,5,3,1,1,4,4,3,1,44,White-Native American,1,5,4,5,2
R_57RUqFQdRJjLSMR,Default Response Set,Anonymous,,,100.14.165.109,0,21/02/2017 8:07,21/02/2017 8:17,1,1,5,4,5,4,4,3,2,2,4,2,2,5,6,4,4,4,4,3,4,6,4,3,3,5,2,2,2,2,2,4,3,2,2,2,2,3,3,3,3,2,2,2,3,3,3,2,3,3,3,2,3,3,3,3,3,3,1,4,5,6,2,3,4,4,2,1,4,4,4,1,50,white,7,5,5,5,3
R_eJA34qwmsT55R9X,Default Response Set,Anonymous,,,68.198.35.73,0,21/02/2017 8:09,21/02/2017 8:17,1,1,5,6,7,6,1,1,1,1,6,1,1,6,7,5,6,1,4,5,5,6,5,1,5,3,1,1,1,1,3,1,3,2,1,2,1,3,1,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,4,6,2,4,4,2,3,2,1,2,2,1,56,white,1,2,1,2,1
R_7QgJz8psWu2zWEB,Default Response Set,Anonymous,,,206.111.122.195,0,21/02/2017 8:06,21/02/2017 8:17,1,1,7,7,7,7,2,1,2,1,6,2,1,6,7,5,5,3,5,2,2,6,4,3,4,6,4,2,2,2,4,5,4,2,4,4,3,4,4,4,3,4,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,5,3,5,5,3,2,4,5,3,2,2,4,4,3,2,28,White,7,1,1,2,1
R_8CHjazwUmshTThP,Default Response Set,Anonymous,,,98.211.41.29,0,21/02/2017 8:10,21/02/2017 8:18,1,1,6,6,7,6,2,2,4,2,6,2,2,6,6,3,6,2,6,4,3,5,3,4,3,5,2,3,2,2,3,4,3,3,2,3,3,3,4,3,4,3,3,3,4,4,4,4,4,3,4,3,4,4,4,4,4,3,2,5,5,5,2,4,4,2,2,2,4,4,4,2,30,Black,1,1,1,2,1
R_5gmKwmUV9ZYr5Tn,Default Response Set,Anonymous,,,100.2.8.117,0,21/02/2017 8:12,21/02/2017 8:18,1,1,6,7,7,6,1,1,1,1,7,1,1,4,6,5,4,1,6,3,2,4,3,2,3,6,2,3,3,2,3,3,3,3,2,3,2,3,2,3,2,3,3,3,4,4,3,3,4,1,3,2,3,3,3,4,3,5,4,5,5,4,2,4,4,1,2,1,3,2,2,1,30,East Asian,5,2,2,3,2
R_3Ulack5RABV0hjT,Default Response Set,Anonymous,,,73.182.26.161,0,21/02/2017 8:08,21/02/2017 8:18,1,1,5,5,5,5,4,2,3,3,5,5,2,2,5,5,4,4,4,3,3,6,4,1,3,5,4,3,4,4,4,4,4,4,4,4,3,4,3,4,3,4,4,4,3,2,3,2,3,2,3,3,3,4,3,3,3,6,6,6,6,2,2,4,5,2,2,1,4,4,4,2,33,Caucasian,15,5,4,7,3
R_09DAh5Ck8fjrpvD,Default Response Set,Anonymous,,,47.184.41.254,0,21/02/2017 8:12,21/02/2017 8:18,1,1,7,7,7,7,1,1,1,1,7,1,1,7,7,1,7,1,7,1,1,1,7,2,1,7,1,1,1,1,3,5,1,1,1,1,1,3,3,5,1,1,1,3,4,4,4,4,3,2,4,2,3,3,3,3,3,1,1,7,1,7,3,4,5,1,1,1,5,5,5,1,35,Black,3,7,7,2,2
R_cBxOPXNw4K0Kr9r,Default Response Set,Anonymous,,,71.198.210.34,0,21/02/2017 8:08,21/02/2017 8:18,1,1,6,6,7,6,1,1,2,2,6,2,1,6,7,2,4,1,4,1,2,4,2,2,1,7,2,2,2,2,3,3,3,1,3,3,2,3,3,2,3,2,3,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,1,6,4,4,3,3,4,2,2,2,4,4,4,2,48,HUMAN BEING,5,2,2,2,1
R_7PTcykfeSSaU6bz,Default Response Set,Anonymous,,,69.29.51.144,0,21/02/2017 8:06,21/02/2017 8:18,1,1,5,5,6,5,2,2,2,2,6,5,4,6,6,2,7,1,6,3,1,7,6,2,2,7,4,2,5,4,5,4,4,5,4,4,5,4,4,5,4,5,4,5,3,3,4,4,4,4,5,2,4,4,5,4,4,7,1,5,5,4,1,5,5,1,1,1,5,4,5,1,30,Caucasian,10,3,3,3,1
R_8xgrBySs0IcV3Bb,Default Response Set,Anonymous,,,73.45.23.36,0,21/02/2017 8:09,21/02/2017 8:19,1,1,5,7,7,7,1,1,1,1,6,6,1,2,6,6,4,1,4,1,1,1,1,6,1,1,2,3,3,3,3,4,2,4,3,4,3,3,4,4,3,3,2,3,4,4,4,4,3,2,2,1,3,2,3,3,3,1,1,2,6,4,2,4,5,2,1,1,5,5,5,2,56,black,1,1,2,1,1
R_20uCFTzE1LuIqhv,Default Response Set,Anonymous,,,68.9.66.164,0,21/02/2017 8:14,21/02/2017 8:19,1,1,5,5,7,7,2,1,2,1,7,1,2,4,6,5,4,2,4,3,5,4,1,1,1,5,1,2,1,1,1,5,1,3,1,1,2,2,1,2,2,1,1,2,4,3,4,3,3,1,4,1,4,2,4,4,4,1,1,3,4,7,4,2,5,1,1,1,4,5,5,2,41,White,2,4,4,4,2
R_cSBC2E1oh4SwnVX,Default Response Set,Anonymous,,,47.201.133.1,0,21/02/2017 8:11,21/02/2017 8:19,1,1,2,3,6,6,2,1,2,5,6,2,2,5,6,2,5,1,2,2,2,4,3,3,2,6,4,4,3,3,4,5,3,2,2,4,4,5,4,2,3,4,4,4,4,4,4,4,5,3,3,5,4,4,5,5,5,5,2,5,5,3,2,5,5,1,1,1,4,5,4,2,27,africian american/ black,4,2,2,2,1
R_bvz7hRyp4NdAKUJ,Default Response Set,Anonymous,,,68.109.148.191,0,21/02/2017 8:12,21/02/2017 8:19,1,1,3,3,5,4,2,4,5,5,3,1,1,5,5,5,3,3,3,2,3,5,3,1,2,6,1,4,2,2,3,4,1,4,2,4,4,2,3,4,2,1,2,3,3,2,3,3,4,2,2,2,4,3,3,3,3,5,5,5,5,3,2,4,5,1,1,1,3,4,3,2,29,Caucasian,4,6,6,3,3
R_8dB6aVLpZJgEB4p,Default Response Set,Anonymous,,,70.198.46.211,0,21/02/2017 8:10,21/02/2017 8:19,1,1,1,1,5,3,5,5,4,5,3,5,5,3,3,5,3,5,6,2,4,7,7,4,3,5,5,1,5,3,5,4,4,5,3,5,3,1,3,5,3,4,5,4,2,2,3,1,2,1,1,1,2,4,3,3,3,1,1,1,1,7,1,2,4,3,1,1,2,4,2,1,31,White,6,5,4,4,2
R_6QfZy9mc1McHBpX,Default Response Set,Anonymous,,,98.95.13.39,0,21/02/2017 8:15,21/02/2017 8:20,1,1,7,7,7,7,1,1,1,1,7,1,1,1,7,7,7,1,7,1,1,1,1,7,1,7,4,4,4,4,4,4,4,1,4,4,4,4,4,1,4,4,4,4,3,4,4,4,5,5,5,5,5,5,5,5,5,1,1,6,6,1,5,1,4,3,1,1,3,5,3,2,43,american,1,7,7,7,3
R_0DO8gQl7AYxKiYl,Default Response Set,Anonymous,,,64.196.115.193,0,21/02/2017 8:15,21/02/2017 8:20,1,1,6,5,5,5,3,3,4,3,5,2,3,6,6,4,5,3,5,1,2,6,1,5,1,2,2,3,4,3,3,4,4,3,2,4,4,3,4,2,3,4,4,4,4,4,3,3,2,1,1,1,3,2,3,3,3,1,3,2,3,7,2,4,4,3,4,2,2,2,3,1,35,white,4,6,6,6,3
R_3sDtjvk2ME5SECh,Default Response Set,Anonymous,,,12.234.163.253,0,21/02/2017 8:17,21/02/2017 8:21,1,1,3,3,4,3,5,5,5,5,3,3,3,5,5,5,5,3,5,5,3,5,5,3,5,4,4,3,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,3,1,1,1,3,3,3,3,3,4,3,2,1,6,2,2,3,4,1,1,2,3,2,1,39,WHITE,14,5,5,7,3
R_eb2BoXXSlm3noBT,Default Response Set,Anonymous,,,42.104.87.37,0,21/02/2017 8:17,21/02/2017 8:21,1,1,6,5,6,6,6,6,5,5,5,5,6,6,6,6,5,6,6,6,6,6,5,6,5,6,4,5,4,4,4,5,5,4,5,4,4,4,4,4,5,5,5,5,3,3,3,4,4,4,5,5,5,5,5,4,4,6,6,6,6,5,4,3,4,4,4,4,4,4,5,1,25,america,5,2,4,2,1
R_5BDIAO2529bgqRT,Default Response Set,Anonymous,,,64.134.241.77,0,21/02/2017 8:14,21/02/2017 8:21,1,1,6,7,6,6,2,2,6,2,6,2,2,3,6,6,2,3,2,2,2,5,2,5,2,6,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,2,2,3,2,3,3,3,2,2,2,2,5,2,4,4,2,2,2,4,4,1,1,46,white,1,3,2,2,1
R_b4p9OZkDfaJzCOp,Default Response Set,Anonymous,,,170.115.248.22,0,21/02/2017 8:03,21/02/2017 8:21,1,1,4,4,3,3,4,3,5,4,5,3,4,3,5,5,5,4,4,6,4,4,5,4,5,2,4,2,2,3,4,3,2,2,3,4,3,3,3,2,3,4,4,4,2,2,3,2,4,2,3,3,3,2,3,2,3,4,1,5,2,3,4,3,2,3,3,3,4,3,2,2,28,White,15,6,6,6,3
R_6QN4AOpvF9i7rPT,Default Response Set,Anonymous,,,67.186.29.207,0,21/02/2017 8:17,21/02/2017 8:21,1,1,2,2,2,2,6,7,6,6,2,2,2,6,2,3,3,3,4,4,5,5,4,5,4,4,4,4,4,4,4,2,3,3,2,3,2,3,4,2,3,3,4,4,2,2,2,2,3,2,2,3,2,3,2,3,2,6,5,7,7,2,1,5,5,1,1,1,5,5,5,1,31,Caucasian,8,7,5,6,3
R_bgBRDSG1NirUq2N,Default Response Set,Anonymous,,,24.146.194.252,0,21/02/2017 8:18,21/02/2017 8:22,1,1,6,5,5,7,7,4,3,4,6,7,4,7,5,6,7,4,5,6,6,7,7,5,7,4,3,4,5,4,5,3,5,4,3,2,4,5,3,4,5,3,4,4,4,2,4,3,3,3,2,5,5,4,5,5,3,7,6,5,3,4,5,4,3,5,2,3,4,5,3,1,29,white,6,4,4,4,1
R_7UGbZjGBPEUhCjr,Default Response Set,Anonymous,,,72.162.48.153,0,21/02/2017 8:13,21/02/2017 8:22,1,1,7,7,7,7,1,1,1,1,7,1,1,5,7,4,4,2,4,2,6,2,2,3,2,6,2,4,2,2,2,5,2,2,4,2,4,3,4,2,3,2,2,2,4,4,3,3,3,4,3,3,4,4,4,4,4,4,1,4,6,4,2,4,5,1,1,1,4,4,4,2,29,White,1,8,8,8,4
R_0ApTKIFfZOWBRbf,Default Response Set,Anonymous,,,69.136.136.253,0,21/02/2017 8:16,21/02/2017 8:23,1,1,7,7,5,5,3,1,4,3,7,3,3,7,7,6,4,3,6,1,3,6,5,5,2,6,3,5,4,5,5,5,5,5,5,5,4,2,5,5,2,5,5,5,3,3,4,4,3,1,2,1,2,4,4,3,4,1,3,2,2,7,1,5,5,5,1,3,4,5,5,2,24,black,4,3,2,3,1
R_2mZHoHqvxWjcTXf,Default Response Set,Anonymous,,,70.210.82.135,0,21/02/2017 8:16,21/02/2017 8:23,1,1,6,7,6,6,1,1,1,1,6,2,1,5,6,4,5,1,4,1,1,4,1,4,2,5,2,2,2,3,4,3,4,2,3,4,3,3,4,3,2,4,3,3,4,3,3,3,3,2,1,3,4,5,3,4,5,4,2,7,6,5,2,4,5,1,1,1,3,4,4,2,26,White,6,2,1,3,1
R_dnhigjy7xCkkgDP,Default Response Set,Anonymous,,,71.58.130.127,0,21/02/2017 8:14,21/02/2017 8:24,1,1,4,6,6,6,1,1,1,1,6,2,1,7,7,7,4,3,2,3,4,5,2,5,2,3,2,1,1,3,1,4,3,3,3,3,2,2,3,3,1,4,3,3,3,4,3,3,3,1,1,1,3,4,3,3,3,4,2,4,6,6,1,2,4,4,5,4,1,2,2,2,46,Caucasian,3,4,4,4,2
R_8uhRp6uUviRnssR,Default Response Set,Anonymous,,,68.54.130.19,0,21/02/2017 8:18,21/02/2017 8:24,1,1,7,7,7,7,1,1,1,1,7,1,1,5,7,5,4,3,4,1,1,3,1,7,1,7,1,1,2,1,2,3,2,2,2,2,2,3,3,3,1,2,2,2,4,4,4,4,2,2,4,3,2,2,2,2,2,1,1,1,4,7,2,4,2,3,1,1,2,4,5,1,58,white,4,2,3,3,4
R_9mGlfgaUDJpewQJ,Default Response Set,Anonymous,,,49.44.51.125,0,21/02/2017 8:19,21/02/2017 8:24,1,1,3,5,5,4,5,2,4,2,3,2,5,5,3,4,5,3,3,5,4,3,2,3,5,6,3,4,2,4,4,3,4,4,3,4,2,4,3,4,2,4,3,4,3,4,3,3,3,3,5,3,4,5,3,3,5,5,3,5,5,2,2,4,3,4,3,4,4,4,4,2,25,Asian,2,3,2,2,3
R_1GIiD5KTzKODDHn,Default Response Set,Anonymous,,,76.107.30.94,0,21/02/2017 8:16,21/02/2017 8:24,1,1,4,4,6,5,5,4,4,4,5,4,4,5,4,5,3,4,1,3,4,4,4,4,3,5,3,2,4,3,5,4,3,3,3,4,3,4,5,3,4,5,5,5,3,1,3,1,2,2,3,1,3,3,3,3,2,3,2,5,4,4,2,4,4,1,1,1,4,5,3,2,33,white,3,8,8,8,2
R_3dUQsQZt8zNkOln,Default Response Set,Anonymous,,,216.57.171.1,0,21/02/2017 8:16,21/02/2017 8:24,1,1,6,6,6,6,2,2,2,2,6,3,2,6,6,6,6,2,2,2,2,6,2,6,2,6,2,2,2,4,4,3,4,3,2,4,2,3,3,4,2,4,4,4,3,3,3,3,2,1,1,1,3,4,3,3,3,2,2,2,2,6,2,4,4,2,2,2,4,4,3,2,60,White,3,2,2,3,1
R_78nWxOXIheF8RRb,Default Response Set,Anonymous,,,24.115.228.125,0,21/02/2017 8:19,21/02/2017 8:24,1,1,5,4,5,4,2,3,3,3,4,3,4,5,4,6,4,2,4,2,3,4,4,3,3,5,4,3,4,4,3,4,4,3,5,3,3,4,4,5,4,2,3,4,3,3,2,3,3,2,1,1,3,3,2,2,2,4,2,5,5,6,2,4,4,2,1,1,4,4,4,2,45,Caucasian,10,5,3,5,3
R_1ROpbCsIS0ggYDz,Default Response Set,Anonymous,,,208.80.174.113,0,21/02/2017 8:14,21/02/2017 8:24,1,1,5,7,7,4,2,2,3,3,6,2,2,6,5,2,5,2,5,2,3,4,2,4,2,5,2,3,2,2,3,4,3,2,3,4,3,2,3,2,2,4,3,2,3,2,3,2,4,2,2,2,3,4,4,5,4,4,3,5,6,4,2,4,5,1,1,1,5,5,5,2,52,Hispanic,7,1,1,1,1
R_bfGAtyt3bF8WpCt,Default Response Set,Anonymous,,,71.35.39.46,0,21/02/2017 8:16,21/02/2017 8:24,1,1,4,4,4,3,4,4,4,4,3,4,4,4,5,5,4,4,3,4,4,5,4,2,4,4,3,2,4,3,3,3,4,3,2,3,2,3,3,2,2,3,4,3,3,2,2,2,3,2,2,2,3,3,3,3,3,3,4,1,1,5,3,2,2,4,2,2,2,2,1,1,63,white/non-hispanic,7,4,6,3,1
R_8jMzBjNWoMMIMFT,Default Response Set,Anonymous,,,192.234.219.254,0,21/02/2017 8:15,21/02/2017 8:24,1,1,3,3,3,3,5,5,5,5,4,6,5,4,3,3,2,4,2,3,4,6,5,3,3,4,4,3,4,4,4,3,4,3,3,4,4,3,4,3,5,4,3,3,3,2,3,3,1,1,1,1,3,2,3,3,3,2,4,2,4,7,2,3,4,3,1,3,3,2,3,2,54,United States,7,6,6,6,3
R_9nQhxldufErCM29,Default Response Set,Anonymous,,,73.194.119.127,0,21/02/2017 8:20,21/02/2017 8:25,1,1,5,6,7,5,3,3,2,2,6,3,1,2,5,4,5,3,6,2,2,4,3,3,2,6,3,4,4,3,4,4,4,3,3,5,4,3,4,3,4,5,4,4,3,3,2,4,2,1,1,1,2,2,2,2,3,2,3,3,4,6,3,4,5,2,1,1,4,4,4,1,24,Asian,10,2,1,3,1
R_b3H6LzSWvd7mthj,Default Response Set,Anonymous,,,74.140.192.17,0,21/02/2017 8:21,21/02/2017 8:25,1,1,3,1,2,1,5,6,5,6,1,1,2,3,7,7,4,5,4,7,7,7,7,1,7,1,2,2,2,1,2,4,1,1,2,2,2,4,3,1,1,1,1,1,2,1,1,1,3,1,3,2,3,3,3,3,4,1,1,1,1,7,3,2,4,1,1,1,4,5,2,2,38,caucasion,3,7,7,7,3
R_dj5QTLgLK7cBmip,Default Response Set,Anonymous,,,64.37.249.230,0,21/02/2017 8:20,21/02/2017 8:25,1,1,5,5,5,3,5,2,4,5,3,3,2,2,5,3,5,3,5,3,2,5,4,3,2,3,4,2,4,3,3,4,2,3,4,3,4,3,3,4,4,3,4,4,3,2,3,3,3,2,2,3,3,4,4,4,4,3,2,3,6,5,3,4,5,2,2,2,4,4,4,1,37,White,4,6,6,6,3
R_838teNu0wOKjLw1,Default Response Set,Anonymous,,,129.22.1.18,0,21/02/2017 8:17,21/02/2017 8:25,1,1,5,6,6,6,2,1,1,1,6,2,1,6,7,6,6,2,4,1,1,5,3,2,1,7,3,1,2,3,5,3,4,2,2,4,2,4,4,4,2,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,3,3,6,2,6,2,4,5,2,1,2,4,5,1,1,26,Caucasian,4,2,1,2,1
R_1NvaJQp4EwOpXWR,Default Response Set,Anonymous,,,199.90.231.99,0,21/02/2017 8:21,21/02/2017 8:25,1,1,6,6,6,5,2,2,2,2,6,2,2,6,6,5,3,4,2,2,2,6,5,2,2,6,2,2,3,2,4,3,3,2,2,4,2,3,2,4,2,4,4,4,3,3,3,3,3,3,2,2,2,2,3,3,3,5,5,2,5,3,2,4,4,2,3,2,3,3,2,1,34,White Non-Hispanic,15,2,2,4,1
R_0Cb2qNVCNkB9nql,Default Response Set,Anonymous,,,63.243.37.162,0,21/02/2017 8:20,21/02/2017 8:25,1,1,7,7,7,7,1,1,1,1,7,1,1,4,7,7,4,1,4,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,3,1,1,2,3,3,3,3,3,1,1,1,1,7,5,1,1,5,3,1,1,1,1,1,59,white,1,2,1,2,1
R_eUKjJP72n6q4AuN,Default Response Set,Anonymous,,,72.174.128.249,0,21/02/2017 8:12,21/02/2017 8:25,1,1,7,1,7,7,1,1,2,2,7,1,1,5,7,6,6,1,4,1,1,5,1,5,1,6,1,4,2,5,3,4,3,4,4,2,3,2,4,4,1,1,1,1,4,4,4,4,3,1,2,4,4,3,3,3,3,2,1,4,4,4,1,4,5,1,1,1,4,4,3,1,56,white,7,4,4,4,2
R_0xlkwV5C5LUl05n,Default Response Set,Anonymous,,,69.40.21.27,0,21/02/2017 8:21,21/02/2017 8:25,1,1,3,5,4,5,4,3,3,5,4,4,6,3,5,5,4,4,5,5,5,4,5,3,4,4,4,3,2,4,3,4,3,3,4,4,3,4,3,4,3,2,4,3,3,2,3,3,4,3,4,3,3,3,4,4,4,5,3,4,5,4,4,3,4,2,3,4,3,4,3,1,22,African American,8,3,4,3,1
R_bDwVGk4kHLritkV,Default Response Set,Anonymous,,,192.189.128.15,0,21/02/2017 8:20,21/02/2017 8:25,1,1,2,2,3,2,6,5,4,5,2,3,4,2,4,6,2,4,2,4,4,5,6,2,4,2,3,1,4,3,3,4,4,3,4,4,4,3,3,3,4,4,4,4,3,2,3,3,2,1,1,1,2,2,2,2,1,2,2,2,2,6,3,3,4,2,1,2,3,3,3,1,45,White,7,6,6,7,3
R_3lveUqHagUy3llj,Default Response Set,Anonymous,,,142.196.76.228,0,21/02/2017 8:19,21/02/2017 8:25,1,1,6,5,7,6,2,2,2,2,6,3,3,4,7,4,4,2,5,3,4,4,4,5,3,3,3,4,4,4,4,5,4,4,4,5,5,4,3,4,4,5,5,5,3,4,4,4,2,3,4,1,2,2,3,2,3,1,2,5,3,5,2,3,3,3,2,1,2,3,2,2,33,indian,12,4,6,4,1
R_71BGKUKiAcXGl9z,Default Response Set,Anonymous,,,184.185.6.100,0,21/02/2017 8:21,21/02/2017 8:26,1,1,6,4,3,3,5,5,6,3,5,5,3,4,2,6,5,5,3,5,5,6,6,3,3,6,4,3,3,3,4,3,3,3,4,4,3,3,4,3,3,4,3,4,2,2,3,3,2,2,3,2,3,3,4,4,4,5,4,4,2,5,4,3,4,2,4,4,3,3,3,2,55,white,4,4,4,6,2
