V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q17,tol1,tol2,tol3,tol4,tol5,amount1,amount2,amount3,amount4,growth1,growth2,growth3,growth4,fixable1,fixable2,fixable3,fixable4,fixable5,fixable6,fixable7,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,sdo1,sdo2,sdo3,sdo4,sdo5,sdo6,sdo7,sdo8,sdo9,sdo10,sdo11,sdo12,sdo13,sdo14,sdo15,esjt1,esjt2,esjt3,esjt4,esjt5,esjt6,esjt7,esjt8,esjt9,esjt10,esjt11,esjt12,esjt13,esjt14,esjt15,esjt16,esjt17,pwe1,pwe2,pwe3,pwe4,pwe5,pwe6,pwe7,pwe8,pwe9,pwe10,pwe11,pwe12,pwe13,pwe14,pwe15,pwe16,pwe17,pwe18,pwe19,wvs,issp,inegal1,inegal2,inegal3,inegal4,inegal5,inegal6,inegal7,inegal8,redist1,redist2,redist3,redist4,Q28,Q29,dict.give,gender,age,ethnicity,income,ideol,soc.att,econ.att,partyID,Q18,comp.code
R_2VsFqWsea3Z7J9x,Default Response Set,Anonymous,,,71.41.47.114,0,2018-05-08 11:46,2018-05-08 11:53,1,1,4,4,4,5,5,5,4,4,5,5,5,4,4,4,4,4,5,4,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,2,5,4,4,4,4,4,4,4,4,5,4,4,5,4,4,7,6,5,6,5,6,5,6,5,6,4,5,5,4,5,4,6,5,4,3,4,4,5,3,4,5,4,3,5,4,3,3,3,4,3,4,6,4,4,3,3,3,4,3,4,3,3,3,3,3,1,1,1,1,28,hispanic,3,5,5,5,3,1,7486
R_2qk0vbW2S82Z3Uk,Default Response Set,Anonymous,,,71.46.56.60,0,2018-05-08 11:49,2018-05-08 11:53,1,1,3,5,4,5,5,4,5,5,5,5,5,6,6,6,5,6,5,5,5,6,3,3,4,4,4,5,3,4,4,3,4,5,4,4,3,4,4,4,5,5,6,5,6,6,5,6,7,5,6,5,6,6,7,6,6,7,6,6,7,6,7,6,6,6,6,7,7,5,6,4,2,5,5,4,6,6,5,5,6,5,5,6,7,5,5,5,6,6,5,7,5,4,4,5,4,4,4,4,3,3,3,3,4,1,1,1,2,24,White,7,7,7,6,3,1,5534
R_3J9kUbPF4x0z9Kq,Default Response Set,Anonymous,,,174.59.96.202,0,2018-05-08 11:41,2018-05-08 11:53,1,1,6,7,7,1,1,1,1,5,7,3,7,1,7,1,2,4,1,2,1,7,2,2,2,2,3,1,3,2,2,3,2,3,2,2,1,3,3,3,7,7,1,1,7,1,6,7,1,7,1,7,1,1,7,2,8,1,9,1,5,2,8,1,9,2,2,9,1,9,1,9,2,1,4,5,3,2,5,1,6,2,2,1,5,5,4,2,3,7,4,1,7,1,1,1,1,3,1,1,3,4,4,4,4,1,1,6,2,23,white,2,1,1,1,1,1,1315
R_3lLITwTP7WlCSCQ,Default Response Set,Anonymous,,,99.191.155.14,0,2018-05-08 11:39,2018-05-08 11:53,1,1,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,4,3,3,3,3,3,3,3,3,3,3,4,3,3,4,4,1,1,4,1,4,4,1,7,1,7,1,1,7,5,5,5,5,6,8,2,2,5,5,5,5,5,5,5,5,5,4,4,5,4,4,4,4,4,4,4,2,4,4,4,4,4,5,5,2,5,4,4,4,3,3,4,4,4,3,4,4,4,4,1,1,1,2,24,Hispanic,2,4,4,4,2,1,2124
R_3e3vFc8vPnfDRID,Default Response Set,Anonymous,,,108.201.80.239,0,2018-05-08 11:39,2018-05-08 11:53,1,1,5,5,4,3,3,5,3,5,5,5,5,4,6,4,5,6,5,3,3,3,4,2,4,4,5,4,4,2,2,4,2,4,3,2,4,4,5,4,4,5,5,3,5,5,5,4,2,6,5,6,4,3,6,8,7,4,7,8,4,6,6,6,6,7,7,4,8,6,5,3,5,5,4,6,6,3,5,5,5,6,5,4,3,3,4,5,6,5,3,8,6,3,4,4,3,4,3,4,3,3,3,3,3,1,1,3,1,67,white,5,5,5,5,3,1,5297
R_1PTrb9NqSAaqMiO,Default Response Set,Anonymous,,,24.46.117.154,0,2018-05-08 11:44,2018-05-08 11:53,1,1,1,4,3,2,4,2,3,3,1,1,2,1,1,2,4,3,2,2,3,2,2,2,1,3,1,3,2,2,2,4,3,2,2,2,3,3,2,3,3,2,1,2,2,1,1,3,4,2,2,2,1,1,3,3,2,3,3,5,4,3,3,3,2,2,3,2,3,6,5,3,2,3,3,2,2,2,5,3,2,2,1,1,2,2,2,1,2,2,4,8,6,1,3,1,1,1,1,1,3,2,2,2,2,1,1,6,1,26,black,9,6,6,4,1,1,2041
R_1LGAiEpglxhpsOG,Default Response Set,Anonymous,,,162.226.224.9,0,2018-05-08 11:44,2018-05-08 11:53,1,1,2,2,2,2,2,2,2,6,6,5,5,5,3,2,2,5,4,5,2,5,3,2,2,2,4,4,3,3,2,3,2,4,2,3,2,3,3,3,3,3,2,1,6,4,6,4,1,6,1,6,2,1,7,4,6,3,7,6,5,3,5,3,5,6,3,6,3,6,3,3,5,3,4,5,5,2,4,3,5,5,3,3,4,5,4,5,5,5,4,2,6,3,3,3,3,3,3,3,3,4,4,4,4,1,1,2,1,55,caucausian,8,2,2,2,2,1,1665
R_2ZTzeucq3LeiYER,Default Response Set,Anonymous,,,137.148.2.118,0,2018-05-08 11:46,2018-05-08 11:53,1,1,6,6,5,2,2,1,1,7,7,3,6,1,6,1,1,6,1,4,1,7,2,3,2,2,4,2,4,1,1,4,2,4,2,4,1,4,3,4,6,6,2,2,6,2,6,6,2,6,1,6,2,1,6,1,8,1,9,8,9,1,7,2,9,1,1,5,4,7,1,8,5,2,2,5,6,1,6,5,5,2,3,4,3,6,6,6,5,2,5,2,6,3,3,3,3,3,3,3,3,4,4,4,4,1,1,6,1,31,White,8,2,1,4,1,1,4680
R_2ux65lorVK5Ps0M,Default Response Set,Anonymous,,,73.163.209.230,0,2018-05-08 11:47,2018-05-08 11:53,1,1,7,7,7,1,1,5,2,4,6,6,4,5,4,3,3,3,4,4,3,6,4,2,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,7,7,2,1,7,1,7,7,1,7,1,7,1,1,7,7,7,4,4,4,7,5,7,3,5,3,4,6,3,6,3,7,3,3,5,5,6,2,3,3,4,5,3,3,3,2,3,5,5,3,3,1,7,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,2,53,white,7,2,2,2,1,1,8467
R_2ATPY2xbaaBqtKJ,Default Response Set,Anonymous,,,70.115.150.160,0,2018-05-08 11:39,2018-05-08 11:53,1,1,7,7,7,1,1,1,1,7,7,3,7,2,7,1,1,3,1,2,1,7,5,4,3,3,2,5,3,1,4,3,3,2,4,3,4,3,3,3,7,7,2,2,7,1,7,7,1,7,1,7,1,1,7,9,8,3,9,3,9,1,9,1,9,1,2,9,1,9,1,9,7,1,6,2,6,1,3,6,7,3,2,7,4,5,7,5,3,5,1,1,7,4,1,1,1,1,1,1,3,4,4,4,4,1,1,6,2,25,Hispanic/Latino,4,1,1,2,1,1,3669
R_1jv0evnQlE97V1X,Default Response Set,Anonymous,,,24.159.217.26,0,2018-05-08 11:43,2018-05-08 11:54,1,1,3,3,3,3,3,2,2,5,7,2,6,2,6,5,7,5,6,3,3,3,4,3,4,4,4,4,4,2,3,4,4,4,3,3,4,4,4,4,3,3,5,5,3,4,3,3,3,4,4,3,4,4,4,7,4,7,7,9,5,4,4,4,7,6,6,4,7,3,6,3,3,3,4,3,4,4,5,3,5,5,5,3,3,4,3,6,5,2,3,8,5,5,4,3,4,4,3,4,3,2,2,3,3,1,1,1,2,24,white,2,5,6,6,3,1,5668
R_28NUnZSLkEFhB7m,Default Response Set,Anonymous,,,65.112.8.17,0,2018-05-08 11:43,2018-05-08 11:54,1,1,7,7,6,1,1,1,2,7,7,7,6,2,6,2,6,5,5,6,2,6,4,5,5,5,4,5,5,4,3,5,5,3,3,4,5,5,4,4,6,6,1,1,6,6,1,6,4,6,1,7,2,1,7,7,5,5,7,3,5,2,7,5,9,3,7,7,1,9,1,2,6,2,6,6,4,2,7,6,6,7,4,7,1,1,7,7,7,5,6,1,7,1,3,3,1,1,1,3,3,4,4,4,4,1,1,1,2,30,African American/Black,4,3,3,3,2,1,1141
R_211AvbvdaaXbNbZ,Default Response Set,Anonymous,,,69.254.22.200,0,2018-05-08 11:49,2018-05-08 11:54,1,1,6,7,7,2,1,1,1,5,7,2,6,1,7,1,1,5,2,5,1,6,2,2,2,1,2,3,2,2,3,2,1,3,1,2,1,3,1,1,5,6,1,1,6,2,7,6,1,7,2,6,1,1,7,3,2,3,7,5,9,3,7,3,7,6,2,2,1,9,1,9,3,1,5,5,3,2,5,2,6,2,2,5,6,6,6,5,3,2,2,2,7,3,3,3,1,1,1,1,3,4,4,4,4,1,1,1,2,31,white,2,2,2,2,1,1,6557
R_23499DLRa6elI5Y,Default Response Set,Anonymous,,,24.144.13.102,0,2018-05-08 11:43,2018-05-08 11:54,1,1,5,5,4,4,4,1,3,4,5,4,4,3,4,4,5,4,3,5,2,3,4,3,2,3,3,2,4,4,3,3,2,3,3,2,2,2,4,3,4,3,5,6,5,5,2,4,5,4,3,4,3,3,5,6,4,4,6,5,4,5,5,8,5,5,4,4,5,6,3,4,5,1,5,6,6,4,7,6,5,6,2,5,4,6,7,4,6,5,6,6,7,4,3,1,3,5,4,4,3,2,3,2,2,1,1,6,2,21,white,5,4,4,4,4,1,7133
R_2e9UzSuYEnbgalR,Default Response Set,Anonymous,,,47.197.19.188,0,2018-05-08 11:43,2018-05-08 11:54,1,1,5,6,6,3,2,2,5,5,6,5,4,4,3,2,3,5,3,4,3,5,3,3,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,5,6,4,3,6,3,6,6,3,6,3,6,2,4,5,7,5,5,7,6,5,5,5,5,5,6,7,5,6,6,4,4,5,3,5,4,4,4,6,6,6,5,5,2,4,6,6,5,5,2,4,2,6,3,3,3,4,4,4,3,3,4,4,4,4,1,1,1,2,32,white,1,2,2,2,2,1,3504
R_QmQPMHzdSei1585,Default Response Set,Anonymous,,,190.124.31.63,0,2018-05-08 11:42,2018-05-08 11:54,1,1,3,7,5,5,6,6,3,2,6,5,5,7,6,1,2,6,5,6,7,3,4,2,4,3,5,1,4,2,4,3,5,4,1,2,4,5,3,2,6,3,5,6,2,5,6,2,5,6,7,2,3,5,1,7,5,3,5,7,2,5,7,3,4,6,1,6,7,3,4,6,5,2,6,3,7,2,5,3,7,1,3,5,6,3,5,6,2,5,6,7,3,4,3,4,1,3,4,1,3,3,4,1,2,1,1,1,2,25,White-caucasian,3,6,5,6,3,1,1781
R_1eRGkdyo10A5i5v,Default Response Set,Anonymous,,,67.162.77.226,0,2018-05-08 11:39,2018-05-08 11:54,1,1,4,4,5,2,1,3,6,4,6,6,4,3,4,4,4,5,4,3,3,4,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,6,6,1,1,7,1,7,7,1,7,1,6,1,1,7,5,7,5,7,5,5,5,8,3,7,5,2,5,2,1,1,5,4,2,6,6,6,1,1,2,4,5,3,4,4,7,4,5,5,6,4,2,6,3,4,3,3,4,3,3,3,4,3,3,3,1,1,3,2,47,White,2,3,3,3,1,1,1456
R_2YMqZJ8RlTDDYUa,Default Response Set,Anonymous,,,174.60.201.41,0,2018-05-08 11:47,2018-05-08 11:54,1,1,5,6,6,2,2,3,3,5,6,3,5,3,5,3,3,4,3,4,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,7,7,1,1,7,1,6,7,1,7,1,7,1,1,7,3,3,5,7,4,8,3,7,3,8,5,3,5,2,7,2,8,2,2,4,4,4,3,4,3,6,3,3,3,5,4,6,4,3,3,3,2,6,3,3,3,3,3,3,3,3,4,4,4,3,1,1,3,2,40,American,6,4,3,4,1,1,2555
R_Y3P3xKwfRTVI1KF,Default Response Set,Anonymous,,,72.184.158.205,0,2018-05-08 11:51,2018-05-08 11:54,1,1,6,5,6,5,6,5,5,5,5,5,5,5,5,6,6,5,5,6,4,5,4,3,3,4,4,5,4,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,8,7,7,5,5,5,6,6,5,5,6,6,6,5,4,5,5,6,5,5,5,5,7,5,4,4,4,5,4,4,4,4,3,3,3,3,1,1,10,2,35,white,1,6,6,4,1,1,3881
R_2c5CNCrQcWSI5D1,Default Response Set,Anonymous,,,76.169.109.122,0,2018-05-08 11:43,2018-05-08 11:54,1,1,7,7,7,1,1,1,1,1,7,1,7,1,7,1,1,1,1,7,1,7,1,3,1,1,5,5,5,3,3,5,3,3,3,5,3,5,3,5,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,5,5,1,9,1,9,1,1,1,9,1,1,9,1,9,1,9,1,1,4,1,4,1,1,1,7,4,4,1,4,1,7,1,4,1,1,1,7,1,1,1,1,1,1,1,3,4,4,4,4,1,1,4,2,27,Hispanic,9,1,1,1,1,1,7968
R_2y3MGA3j7RWythi,Default Response Set,Anonymous,,,174.255.193.209,0,2018-05-08 11:44,2018-05-08 11:54,1,1,7,7,7,1,1,5,2,6,7,2,7,2,7,2,2,7,7,5,2,7,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,7,1,6,7,6,2,6,7,6,8,7,9,8,4,8,1,2,6,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,1,7,4,4,4,4,5,1,1,3,4,4,3,3,1,1,6,1,30,White,7,6,6,6,3,1,6388
R_1pGVkvs48WSY5nf,Default Response Set,Anonymous,,,69.201.3.138,0,2018-05-08 11:43,2018-05-08 11:54,1,1,5,6,4,1,1,3,1,5,7,4,4,2,4,4,4,7,3,3,4,6,4,3,3,2,3,3,3,4,5,4,3,3,5,3,3,4,3,4,3,5,3,4,4,5,4,4,5,4,1,7,4,4,7,6,6,5,7,6,5,7,5,6,5,6,6,4,5,5,6,4,1,1,4,5,5,3,4,1,7,6,4,5,4,7,7,6,6,6,6,7,7,5,5,5,5,5,5,5,3,3,3,3,3,1,1,2,2,37,white,3,3,1,3,1,1,7025
R_2xJo893lFJDbP5u,Default Response Set,Anonymous,,,23.95.221.100,0,2018-05-08 11:45,2018-05-08 11:54,1,1,5,6,7,7,6,6,7,6,7,7,6,6,5,7,7,6,5,6,7,6,4,5,4,5,4,5,4,5,4,3,4,5,4,3,4,5,4,5,6,7,5,6,7,6,5,6,7,6,5,6,7,6,7,8,7,9,8,7,6,7,8,9,7,8,7,8,9,8,7,8,7,6,7,5,6,7,6,5,6,7,6,5,6,7,6,7,6,5,6,9,6,4,5,4,5,4,5,4,3,3,4,3,4,1,1,10,1,30,HISPANIC,7,2,7,5,3,1,1938
R_2Sdi7PguQrlOtqe,Default Response Set,Anonymous,,,172.97.7.163,0,2018-05-08 11:46,2018-05-08 11:54,1,1,7,7,7,2,2,2,6,7,7,1,6,1,6,1,1,1,1,4,1,7,4,4,4,4,4,4,4,3,3,4,4,5,5,5,3,4,5,5,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,6,8,2,7,2,7,2,9,2,2,1,4,9,1,7,1,8,4,2,4,6,7,1,6,4,4,5,4,5,3,6,4,6,6,4,3,1,7,3,3,3,3,3,3,3,3,4,4,4,4,1,1,1,2,32,Caucasian,6,5,5,5,3,1,2661
R_NX6LAqxPSDIH5nP,Default Response Set,Anonymous,,,200.138.238.217,0,2018-05-08 11:48,2018-05-08 11:54,1,1,7,7,7,1,1,1,1,7,7,3,7,1,7,1,1,5,1,2,1,7,2,2,1,3,4,5,3,1,1,3,1,3,3,4,1,3,3,3,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,2,9,1,9,1,9,1,9,1,9,1,1,9,1,9,1,9,2,1,5,6,6,2,7,5,7,2,4,6,6,5,7,7,3,6,6,1,7,1,1,1,1,1,1,1,3,4,4,4,4,1,1,1,1,37,white,5,1,1,1,1,1,8395
R_31Htb9zE6QMrkrs,Default Response Set,Anonymous,,,192.208.172.83,0,2018-05-08 11:42,2018-05-08 11:55,1,1,5,7,6,2,1,1,1,7,6,3,7,1,6,2,2,5,3,6,3,6,4,1,2,2,4,2,3,5,2,4,2,4,5,5,4,4,4,4,5,6,3,1,6,1,7,7,1,7,1,7,1,1,7,3,5,6,7,3,5,3,1,3,5,1,1,5,1,7,2,4,4,4,4,5,6,1,4,1,6,5,2,1,6,5,4,5,5,6,4,2,7,3,4,3,1,1,1,3,3,4,4,3,4,1,1,11,2,35,Caucasian,4,2,1,3,1,1,8244
R_3ej48yqw4qzHcDD,Default Response Set,Anonymous,,,107.213.56.218,0,2018-05-08 11:45,2018-05-08 11:55,1,1,7,6,7,1,1,1,1,4,7,3,6,2,4,1,1,4,1,5,1,7,2,2,3,2,4,5,3,2,2,3,2,4,3,4,3,3,3,3,7,7,1,1,7,1,7,7,1,7,1,6,1,1,7,2,8,5,7,9,5,3,8,5,7,1,6,5,2,8,1,5,4,1,6,4,5,2,7,2,6,5,3,4,5,2,4,4,5,5,2,3,6,1,3,1,1,3,1,1,3,4,4,3,3,1,1,6,2,37,white,5,2,1,4,2,1,3842
R_3hbaYS5ChfRNTkN,Default Response Set,Anonymous,,,73.212.30.122,0,2018-05-08 11:50,2018-05-08 11:55,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,3,4,4,4,4,3,3,3,3,3,4,4,4,4,4,3,4,6,6,5,4,5,5,6,6,6,6,5,6,5,6,6,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,8,5,4,3,4,4,3,3,3,3,4,4,4,4,1,1,6,1,29,White,7,4,4,4,1,1,4449
R_2P6DpxwLGwx7tH5,Default Response Set,Anonymous,,,76.115.132.235,0,2018-05-08 11:46,2018-05-08 11:55,1,1,7,7,7,1,1,1,1,4,7,6,6,1,6,2,6,6,4,2,2,2,1,1,1,1,1,1,1,5,1,1,1,1,1,5,1,1,1,1,6,6,1,1,6,1,6,6,1,6,1,6,1,1,6,1,8,6,9,3,8,1,8,5,8,1,1,2,2,9,2,1,2,1,6,6,6,1,1,3,5,1,1,3,7,7,5,1,1,1,1,2,7,3,4,1,3,5,1,1,3,4,4,4,3,1,1,1,2,60,White,3,2,2,2,2,1,9661
R_eJ2ytlLJdUGQ4LL,Default Response Set,Anonymous,,,97.85.52.192,0,2018-05-08 11:48,2018-05-08 11:55,1,1,7,7,7,1,1,2,1,2,7,1,7,1,7,1,1,1,1,4,1,7,3,2,2,1,2,3,2,2,1,2,2,3,4,1,2,1,1,1,7,7,1,1,7,1,7,7,1,7,1,7,1,1,7,2,9,1,9,1,9,1,9,1,9,1,1,9,1,9,1,9,1,1,1,6,5,1,1,1,7,2,1,1,6,2,7,4,2,5,1,1,7,1,1,1,1,1,1,1,3,4,4,4,4,1,1,1,2,60,White,1,1,1,1,2,1,8756
R_6KlZgOF1c6keZVf,Default Response Set,Anonymous,,,98.235.228.239,0,2018-05-08 11:52,2018-05-08 11:55,1,1,4,4,3,3,5,3,4,5,2,4,5,5,4,5,5,6,5,5,5,6,3,4,4,4,3,3,4,4,3,2,3,4,4,4,4,3,3,3,5,5,5,5,5,4,5,5,4,5,4,5,5,5,6,3,3,4,5,4,6,6,5,4,6,6,5,4,5,5,6,4,5,4,5,5,4,3,4,4,5,5,5,5,4,4,5,5,4,4,5,2,7,4,3,3,4,4,3,4,4,3,3,3,3,1,1,1,2,32,white,4,2,2,2,1,1,3440
R_BPwYumVfNkjKQU1,Default Response Set,Anonymous,,,71.45.145.70,0,2018-05-08 11:51,2018-05-08 11:55,1,1,6,4,4,5,3,5,6,4,4,4,3,5,2,4,4,3,4,6,4,5,4,3,2,1,2,3,3,2,3,4,4,3,2,3,3,3,4,4,6,5,4,3,2,3,4,3,4,4,4,4,3,2,3,8,7,4,3,4,4,6,4,4,3,4,5,4,2,3,4,4,6,5,3,1,2,3,4,4,3,3,4,5,5,5,4,3,3,4,4,6,3,4,3,1,3,3,4,4,3,3,2,1,2,1,1,9,2,58,usa,2,3,3,4,1,1,8642
R_BxnzvolZ5D5yu3f,Default Response Set,Anonymous,,,172.98.98.238,0,2018-05-08 11:49,2018-05-08 11:55,1,1,6,6,6,6,1,2,2,5,6,4,6,2,6,2,6,3,2,6,2,6,2,2,3,3,3,3,3,3,3,3,3,3,3,3,,3,3,3,5,5,4,4,5,4,5,5,4,5,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,5,7,6,6,7,6,6,5,5,5,7,7,6,5,6,4,4,3,3,3,3,3,3,3,4,4,4,4,1,1,5,2,49,white,3,5,5,5,3,1,5995
R_2tJuEKaCwiVoiPd,Default Response Set,Anonymous,,,71.212.216.248,0,2018-05-08 11:45,2018-05-08 11:55,1,1,7,7,7,1,1,1,1,2,7,3,7,2,7,2,2,3,2,6,2,6,3,2,2,3,3,4,3,3,2,3,2,4,3,3,3,3,2,3,7,7,1,1,7,1,7,7,1,7,1,7,2,1,7,2,6,1,9,2,8,1,8,2,9,2,1,9,1,9,2,9,2,2,2,4,3,1,6,2,6,2,1,4,7,5,6,3,3,3,1,1,7,1,3,1,1,1,1,1,3,4,4,3,4,1,1,2,2,56,Caucasian,1,1,1,1,1,1,
R_3sBscX2snEkk5v7,Default Response Set,Anonymous,,,129.170.120.181,0,2018-05-08 11:44,2018-05-08 11:55,1,1,5,4,4,2,2,2,2,5,6,6,2,6,3,2,2,4,3,4,2,6,4,3,4,3,4,4,4,2,3,4,3,4,4,3,2,4,4,4,4,5,2,2,5,2,5,6,2,7,1,6,2,1,7,6,8,2,6,7,6,4,5,2,4,6,4,8,5,6,4,7,2,1,5,5,6,5,6,5,6,6,3,6,2,3,6,5,6,6,6,4,6,4,3,3,3,3,3,3,3,3,3,2,2,1,1,1,1,31,White,9,6,7,4,2,1,8720
R_2Swc2foiPQWORcP,Default Response Set,Anonymous,,,98.214.244.195,0,2018-05-08 11:41,2018-05-08 11:55,1,1,2,2,3,5,5,5,6,2,3,6,1,4,2,4,5,6,5,4,5,3,4,2,4,4,5,3,3,4,4,3,3,4,3,2,5,4,3,3,4,4,5,3,3,1,4,4,3,5,3,4,3,2,4,8,5,6,4,5,4,6,3,4,3,3,6,1,6,3,5,4,4,3,5,7,6,3,5,5,5,6,4,4,2,5,5,6,7,6,5,6,5,5,5,3,4,5,4,3,3,3,2,2,2,1,1,1,2,51,American,2,5,6,7,3,1,3414
R_1pneu9iTHjoBAoa,Default Response Set,Anonymous,,,69.193.88.170,0,2018-05-08 11:43,2018-05-08 11:55,1,1,2,2,1,6,7,4,4,4,4,5,3,4,3,4,4,5,5,3,4,4,4,1,3,4,4,4,3,4,3,3,3,4,2,3,3,3,3,3,2,2,4,2,2,4,4,4,1,4,4,3,4,4,4,6,4,3,4,8,5,8,2,6,1,6,5,5,6,1,5,2,6,5,6,5,3,5,4,5,3,5,4,6,3,6,3,4,5,3,5,5,4,4,4,4,4,3,3,5,3,2,2,2,2,1,1,1,2,58,white,5,7,7,7,3,1,9225
R_27euwYZCzdmhzKQ,Default Response Set,Anonymous,,,73.135.197.147,0,2018-05-08 11:45,2018-05-08 11:55,1,1,5,7,4,1,1,1,1,5,7,3,5,2,5,3,1,5,3,6,3,5,1,1,1,1,3,3,1,1,1,1,1,3,1,1,1,2,2,2,5,6,1,4,5,2,2,6,4,7,2,6,2,2,6,1,8,1,9,5,9,1,6,1,6,5,1,5,1,9,1,9,7,4,4,7,4,1,5,1,4,1,3,3,7,4,5,5,1,6,5,1,7,3,3,1,1,1,1,1,3,3,4,3,4,1,1,2,2,45,Caucasian non hispanic,6,3,2,3,2,1,7934
R_3hnZTLL3IunBAqh,Default Response Set,Anonymous,,,104.137.5.232,0,2018-05-08 11:44,2018-05-08 11:55,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,4,2,4,4,4,2,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,1,4,4,2,2,2,2,4,2,4,1,4,2,1,4,6,6,3,5,5,4,7,2,5,3,3,5,3,5,6,5,4,4,3,4,4,4,4,5,5,5,6,5,4,3,4,4,5,6,4,5,8,3,5,5,4,4,3,4,5,3,2,1,2,2,1,1,1,2,23,White,6,6,6,6,3,1,1548
R_sXUcpsxoVIKoRfb,Default Response Set,Anonymous,,,190.124.31.45,0,2018-05-08 11:49,2018-05-08 11:55,1,1,6,4,5,4,5,5,5,3,5,4,5,5,4,7,6,3,4,4,2,5,4,3,4,4,3,4,4,4,3,4,4,1,4,3,3,3,3,4,4,4,5,3,3,3,3,3,5,3,2,3,3,3,4,4,4,2,4,3,3,3,3,3,3,4,3,5,3,4,7,5,5,4,4,5,5,4,6,5,4,5,5,4,6,4,4,4,5,6,4,6,5,5,5,4,4,4,5,3,1,3,3,2,2,1,1,7,1,30,HISPANIC,10,7,7,7,3,1,1139
R_1IAu9PndybHrPyy,Default Response Set,Anonymous,,,24.147.164.112,0,2018-05-08 11:43,2018-05-08 11:55,1,1,4,3,3,5,3,5,6,2,4,5,3,6,4,3,3,5,5,5,3,5,4,1,4,4,4,3,4,4,4,4,4,4,4,5,4,5,5,5,3,5,3,2,5,2,6,6,1,5,1,5,1,1,6,8,9,3,8,7,6,6,3,1,2,2,5,6,2,3,1,3,5,3,6,7,5,5,1,2,4,6,3,5,2,6,3,5,7,6,4,7,3,4,4,4,4,5,5,5,3,2,2,2,2,1,1,1,2,60,caucasian american,8,6,2,7,3,1,9127
R_1nOeMFrF4fSkX83,Default Response Set,Anonymous,,,99.61.29.154,0,2018-05-08 11:44,2018-05-08 11:55,1,1,6,7,6,2,1,2,2,6,6,5,6,2,6,2,2,3,2,1,2,2,4,4,4,3,4,4,3,2,3,4,3,2,3,3,3,2,3,4,5,5,5,5,5,3,5,5,4,7,1,5,3,1,6,6,8,2,5,4,8,4,6,3,5,6,5,8,3,2,2,4,5,3,4,3,3,2,2,5,5,6,3,2,1,2,5,5,6,7,5,5,6,3,4,4,3,4,3,4,3,4,4,3,3,1,1,1,1,42,white,6,6,7,6,3,1,3222
R_1DVdzTUXDhN0tsK,Default Response Set,Anonymous,,,216.85.170.146,0,2018-05-08 11:41,2018-05-08 11:55,1,1,3,4,5,5,2,3,3,5,5,6,4,3,3,3,4,5,5,2,4,4,4,2,4,4,5,4,3,4,4,4,2,5,4,4,4,5,4,4,2,3,5,3,4,4,5,4,2,6,4,4,4,3,4,6,6,5,3,7,2,7,5,5,4,4,4,3,4,3,3,2,4,3,4,5,3,5,3,4,5,6,5,4,3,5,5,6,5,4,4,3,3,4,5,4,4,4,4,3,3,3,3,2,2,1,1,3,1,32,White,6,6,6,6,3,1,3361
R_2Pjspg50FZ4Pevk,Default Response Set,Anonymous,,,71.168.236.208,0,2018-05-08 11:47,2018-05-08 11:55,1,1,7,5,5,1,2,2,2,6,7,6,6,2,6,2,2,5,2,3,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,2,2,6,2,6,6,6,6,2,2,2,2,7,3,3,3,8,3,3,3,3,3,8,4,3,8,1,7,1,7,5,2,4,5,3,1,3,3,3,3,3,3,3,2,3,3,5,3,3,1,7,3,3,3,3,3,3,1,3,4,4,4,4,1,1,1,1,30,white,6,3,3,3,2,1,7201
